"","state","pollster","start.date","end.date","entry.date.time..et.","number.of.observations","population","mode","trump","clinton","other","undecided","pollster.url","source.url","partisan","affiliation","question.text","question.iteration","johnson","mcmullin"
"2940","TX","Texas Lyceum","2016-09-01","2016-09-11","2016-09-15T16:09:11Z",502,"Likely Voters","Live Phone",42,36,NA,21,"http://elections.huffingtonpost.com/pollster/polls/texas-lyceum-25501","http://www.texaslyceum.org/resources/Pictures/2016%20Texas%20Lyceum%20Day%202%20Executive%20Summary.pdf","Nonpartisan","None","If the 2016 election for president were held today, would you vote for the Republican ticket of Donald Trump and Mike Pence, the Democratic ticket of Hillary Clinton and Tim Kaine, or haven’t you thought enough about it?",1,NA,NA
"2941","TX","Texas Lyceum","2016-09-01","2016-09-11","2016-09-15T16:09:11Z",502,"Likely Voters","Live Phone",39,32,3,17,"http://elections.huffingtonpost.com/pollster/polls/texas-lyceum-25501","http://www.texaslyceum.org/resources/Pictures/2016%20Texas%20Lyceum%20Day%202%20Executive%20Summary.pdf","Nonpartisan","None","And what if the candidates were the Republican ticket of Donald Trump and Mike Pence, the Democratic ticket of Hillary Clinton and Tim Kaine, the Libertarian ticket of Gary Johnson and Bill Weld, the Green Party ticket of Jill Stein, or haven’t you thought enough about it?",2,9,NA
"2942","TX","Washington Post/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T12:08:21Z",5147,"Registered Voters","Internet",45,46,NA,9,"http://elections.huffingtonpost.com/pollster/polls/washington-post-surveymonkey-25352","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",1,NA,NA
"2943","TX","Washington Post/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T12:08:21Z",5147,"Registered Voters","Internet",40,40,3,6,"http://elections.huffingtonpost.com/pollster/polls/washington-post-surveymonkey-25352","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",2,11,NA
"2944","TX","PPP (D)","2016-08-12","2016-08-14","2016-08-16T15:42:38Z",944,"Likely Voters","IVR/Online",44,38,2,10,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25184","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_TX_81616.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1,6,NA
"2945","TX","PPP (D)","2016-08-12","2016-08-14","2016-08-16T15:42:38Z",944,"Likely Voters","IVR/Online",50,44,NA,6,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25184","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_TX_81616.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2,NA,NA
"2946","TX","Dixie Strategies (R)/KTVT-CBS 11","2016-08-08","2016-08-09","2016-08-16T16:05:03Z",1018,"Likely Voters","IVR/Live Phone",46,36,9,9,"http://elections.huffingtonpost.com/pollster/polls/dixie-strategies-r-ktvt-cbs-11-25185","http://dfw.cbslocal.com/2016/08/11/trump-leads-texas-in-ktvt-cbs-11dixie-strategies-poll/?e=nqnAj57idgC1eA","Pollster","Rep","If the Presidential election were held today, for whom would you vote?",1,NA,NA
"2947","TX","YouGov/University of Texas/Texas Tribune","2016-06-10","2016-06-19","2016-06-27T15:21:38Z",1200,"Registered Voters","Internet",41,33,19,8,"http://elections.huffingtonpost.com/pollster/polls/yougov-university-of-texas-texas-tribune-24775","https://texaspolitics.utexas.edu/set/2016-general-election-match-clinton-vs-trump-june-2016","Nonpartisan","None","",1,NA,NA
"2948","TX","Texas Lyceum","2015-09-08","2015-09-21","2015-10-02T20:28:13Z",633,"Likely Voters","Live Phone",39,37,NA,25,"http://elections.huffingtonpost.com/pollster/polls/texas-lyceum-22837","http://www.texaslyceum.org/Resources/Documents/TEXAS%20LYCEUM%20POLL/2015%20Texas%20Lyceum%20Poll%20Results.pdf","Nonpartisan","None","",1,NA,NA
"2949","UT","SurveyMonkey","2016-11-01","2016-11-07","2016-11-08T05:16:34Z",1479,"Likely Voters","Internet",34,31,2,2,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26807","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1,7,25
"2950","UT","UPI/CVOTER","2016-10-30","2016-11-06","2016-11-07T18:01:34Z",320,"Likely Voters","Internet",43,28,29,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26793","https://www.documentcloud.org/documents/3215082-UPI-CVoter-2016-StatePoll-November-6-1.html","Nonpartisan","None","",1,NA,NA
"2951","UT","Ipsos/Reuters","2016-10-17","2016-11-06","2016-11-07T22:56:55Z",532,"Likely Voters","Internet",40,33,NA,27,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26806","http://big.assets.huffingtonpost.com/Reuters.11.07.16.pdf","Nonpartisan","None","",1,NA,NA
"2952","UT","CBS/YouGov","2016-11-03","2016-11-05","2016-11-07T20:36:20Z",762,"Likely Voters","Internet",40,23,3,4,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-26803","https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jmei6e535m/FinalYouGov2016.pdf","Nonpartisan","None","",1,7,24
"2953","UT","Y2 Analytics (R)","2016-11-01","2016-11-03","2016-11-04T19:05:40Z",500,"Likely Voters","Live Phone",33,24,4,7,"http://elections.huffingtonpost.com/pollster/polls/y2-analytics-r-26718","http://big.assets.huffingtonpost.com/UTY2161103.pdf","Pollster","Rep","If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?",1,5,28
"2954","UT","Monmouth University","2016-10-30","2016-11-02","2016-11-03T17:03:13Z",402,"Likely Voters","Live Phone",37,31,2,2,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-26671","https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_UT_110316/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?",1,4,24
"2955","UT","Rasmussen/Heat Street","2016-10-29","2016-10-31","2016-11-03T22:12:56Z",750,"Likely Voters","IVR/Online",42,31,2,2,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-heat-street-26681","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/utah/election_2016_utah_president","Nonpartisan","None","",1,3,21
"2956","UT","SurveyMonkey","2016-10-25","2016-10-31","2016-11-01T13:54:44Z",1078,"Likely Voters","Internet",33,30,2,2,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26596","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1,7,26
"2957","UT","UPI/CVOTER","2016-10-23","2016-10-29","2016-11-01T12:54:47Z",315,"Likely Voters","Internet",66,29,6,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26592","https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html","Nonpartisan","None","",1,NA,NA
"2958","UT","Dan Jones/Salt Lake Tribune/Hinckley Institute","2016-10-20","2016-10-27","2016-10-30T18:08:47Z",823,"Likely Voters","Live Phone/Online",32,24,1,8,"http://elections.huffingtonpost.com/pollster/polls/dan-jones-salt-lake-tribune-hinckley-institute-26554","https://www.scribd.com/document/329381966/Tribune-Presidential-Poll","Nonpartisan","None","If the November general election for  president of the United States were today, whom would you vote for?",1,4,30
"2959","UT","Rasmussen/Heat Street","2016-10-23","2016-10-24","2016-10-26T16:53:11Z",750,"Likely Voters","IVR/Online",32,28,2,4,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-heat-street-26446","http://www.rasmussenreports.com/public_content/politics/elections/election_2016/utah/election_2016_utah_president","Nonpartisan","None","",1,4,29
"2960","UT","SurveyMonkey","2016-10-18","2016-10-24","2016-10-26T13:40:15Z",969,"Likely Voters","Internet",33,28,1,1,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1,7,29
"2961","UT","Rasmussen/Heat Street","2016-10-14","2016-10-16","2016-10-17T17:11:13Z",750,"Likely Voters","IVR/Online",30,28,3,4,"http://elections.huffingtonpost.com/pollster/polls/rasmussen-heat-street-26207","http://heatst.com/politics/exclusive-evan-mcmullin-utah-poll-independent-conservative-ties-trump/?mod=sm_tw_post","Nonpartisan","None","",1,5,29
"2962","UT","UPI/CVOTER","2016-10-09","2016-10-16","2016-10-20T16:47:12Z",318,"Likely Voters","Internet",65,29,5,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26332","https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf","Nonpartisan","None","",1,NA,NA
"2963","UT","CBS/YouGov","2016-10-12","2016-10-14","2016-10-16T13:27:13Z",951,"Likely Voters","Internet",37,20,5,11,"http://elections.huffingtonpost.com/pollster/polls/cbs-yougov-26187","https://www.scribd.com/document/327758570/CBS-News-Battleground-Tracker-Utah-Oct-16#from_embed","Nonpartisan","None","If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, who would you vote for? (Voters selecting someone else in the initial question were given a choice of a selection of third party candidates)",1,7,20
"2964","UT","Ipsos/Reuters","2016-09-23","2016-10-13","2016-10-21T12:42:39Z",543,"Likely Voters","Internet",41,35,NA,24,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344","http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf","Nonpartisan","None","",1,NA,NA
"2965","UT","Monmouth University","2016-10-10","2016-10-12","2016-10-13T17:03:51Z",403,"Likely Voters","Live Phone",34,28,2,6,"http://elections.huffingtonpost.com/pollster/polls/monmouth-university-26160","http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_UT_101316/","Nonpartisan","None","If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, Jill Stein of the Green Party, or independent candidate Evan McMullin?",1,9,20
"2966","UT","Y2 Analytics (R)","2016-10-10","2016-10-11","2016-10-12T13:39:46Z",500,"Likely Voters","Live Phone",26,26,4,7,"http://elections.huffingtonpost.com/pollster/polls/y2-analytics-r-26142","http://big.assets.huffingtonpost.com/UTY2.pdf","Pollster","Rep","If the November election for the President of the United States were being held today, and the candidates were Donald Trump, the Republican candidate; Hillary Clinton, the Democrat candidate; Gary Johnson, the Libertarian candidate; Jill Stein, the Green Party candidate; and Evan McMullin, the Independent candidate; if you had to choose, who would you vote for?",1,14,22
"2967","UT","UPI/CVOTER","2016-09-19","2016-10-02","2016-10-04T13:41:38Z",495,"Likely Voters","Internet",67,28,5,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25941","https://www.documentcloud.org/documents/3118423-UPI-CVoter-2016-StatePoll-October-3-1.html","Nonpartisan","None","",1,NA,NA
"2968","UT","Ipsos/Reuters","2016-09-02","2016-09-22","2016-09-26T18:49:26Z",425,"Likely Voters","Internet",48,31,NA,21,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25694","http://big.assets.huffingtonpost.com/ipsos926.pdf","Nonpartisan","None","",1,NA,NA
"2969","UT","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T14:41:54Z",722,"Registered Voters","Internet",46,35,NA,19,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25392","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",1,NA,NA
"2970","UT","WashPost/SurveyMonkey","2016-08-09","2016-09-01","2016-09-06T14:41:54Z",722,"Registered Voters","Internet",34,27,5,11,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-25392","http://apps.washingtonpost.com/g/page/politics/washington-post-surveymonkey-50-state-poll/2086/","Nonpartisan","None","",2,23,NA
"2971","UT","PPP (D)","2016-08-19","2016-08-21","2016-08-23T16:19:14Z",1018,"Likely Voters","IVR/Online",39,24,3,14,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25239","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_UT_82316.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Constitution Party candidate Darrell Castle, Libertarian Gary Johnson, Green Party candidate Jill Stein, and independent Evan McMullin. If the election was today, who would you vote for?",1,12,9
"2972","UT","PPP (D)","2016-08-19","2016-08-21","2016-08-23T16:19:14Z",1018,"Likely Voters","IVR/Online",53,33,NA,14,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-25239","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_UT_82316.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2,NA,NA
"2973","UT","Dan Jones & Associates/UtahPolicy.com","2016-07-18","2016-08-04","2016-08-08T15:31:41Z",858,"Likely Voters","Live Phone/Online",37,25,15,7,"http://elections.huffingtonpost.com/pollster/polls/dan-jones-associates-utahpolicy-com-25086","http://utahpolicy.com/index.php/features/today-at-utah-policy/10413-","Nonpartisan","None","If the 2016 general election for president were held today and the candidates were the following, for whom would you likely vote?",1,16,NA
"2974","UT","Dan Jones & Associates/UtahPolicy.com","2016-06-08","2016-06-17","2016-06-21T14:17:09Z",614,"Registered Voters","Live Phone/Online",36,27,20,8,"http://elections.huffingtonpost.com/pollster/polls/dan-jones-associates-utahpolicy-com-24725","http://utahpolicy.com/index.php/features/today-at-utah-policy/9909-","Nonpartisan","None","",1,10,NA
"2975","UT","SurveyUSA/Salt Lake Tribune/Hinckley Institute","2016-06-02","2016-06-08","2016-06-13T17:20:41Z",1238,"Likely Voters","IVR/Online",35,35,NA,17,"http://elections.huffingtonpost.com/pollster/polls/surveyusa-salt-lake-tribune-hinckley-institute-24658","http://www.surveyusa.com/client/PollReport.aspx?g=58873557-0aca-4b92-9be8-a4982b0a744d","Nonpartisan","None","",1,13,NA
"2976","UT","Gravis Marketing","2016-05-31","2016-06-01","2016-06-06T18:37:34Z",1519,"Registered Voters","Automated Phone",36,29,35,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-24624","http://gravismarketing.com/polling-and-market-research/current-utah-polling/","Nonpartisan","None","",1,NA,NA
"2977","UT","Gravis Marketing","2016-05-31","2016-06-01","2016-06-06T18:37:34Z",1519,"Registered Voters","Automated Phone",29,26,29,NA,"http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-24624","http://gravismarketing.com/polling-and-market-research/current-utah-polling/","Nonpartisan","None","",2,16,NA
"2978","UT","Dan Jones & Associates/UtahPolicy.com","2016-05-02","2016-05-10","2016-05-16T14:05:31Z",588,"Registered Voters","Live Phone/Online",43,30,NA,26,"http://elections.huffingtonpost.com/pollster/polls/dan-jones-associates-utahpolicy-com-24491","http://utahpolicy.com/index.php/features/today-at-utah-policy/9518-","Nonpartisan","None","",1,NA,NA
"2979","UT","Dan Jones & Associates/UtahPolicy.com","2016-03-23","2016-04-05","2016-04-18T15:18:56Z",600,"Registered Voters","Live Phone/Online",38,38,NA,25,"http://elections.huffingtonpost.com/pollster/polls/dan-jones-associates-utahpolicy-com-24297","http://utahpolicy.com/index.php/features/today-at-utah-policy/9193-","Nonpartisan","None","",1,NA,NA
"2980","UT","Dan Jones & Associates/Deseret News/KSL","2016-03-08","2016-03-15","2016-06-02T21:20:09Z",500,"Likely Voters","Live Phone/Online",36,38,NA,24,"http://elections.huffingtonpost.com/pollster/polls/dan-jones-associates-deseret-news-ksl-24602","http://www.deseretnews.com/article/865650513/Poll-Utah-would-vote-for-a-Democrat-for-president-over-Trump.html","Nonpartisan","None","",1,NA,NA
"2981","UT","Dan Jones & Associates/UtahPolicy.com","2015-12-08","2015-12-14","2016-01-14T21:29:10Z",622,"Adults","Live Phone/Online",33,28,33,6,"http://elections.huffingtonpost.com/pollster/polls/dan-jones-associates-utahpolicy-com-23503","http://utahpolicy.com/index.php/features/today-at-utah-policy/8214-","Nonpartisan","None","",1,NA,NA
"2982","UT","Dan Jones & Associates/UtahPolicy.com","2015-08-07","2015-08-14","2015-09-01T21:43:52Z",500,"Adults","Live Phone/Online",38,29,29,3,"http://elections.huffingtonpost.com/pollster/polls/dan-jones-associates-utahpolicy-com-22646","http://utahpolicy.com/index.php/features/today-at-utah-policy/6850-","Nonpartisan","None","",1,NA,NA
"2983","VA","SurveyMonkey","2016-11-01","2016-11-07","2016-11-08T05:16:34Z",2183,"Likely Voters","Internet",41,49,2,2,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26807","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1,7,NA
"2984","VA","Christopher Newport","2016-11-01","2016-11-06","2016-11-07T12:24:48Z",1193,"Likely Voters","Live Phone",42,48,3,5,"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-26772","http://cnu.edu/cpp/pdf/nov%207%202016%20report-final.pdf","Nonpartisan","None","If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?",1,3,NA
"2985","VA","UPI/CVOTER","2016-10-30","2016-11-06","2016-11-07T18:01:34Z",344,"Likely Voters","Internet",44,50,7,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26793","https://www.documentcloud.org/documents/3215082-UPI-CVoter-2016-StatePoll-November-6-1.html","Nonpartisan","None","",1,NA,NA
"2986","VA","Ipsos/Reuters","2016-10-17","2016-11-06","2016-11-07T22:56:55Z",636,"Likely Voters","Internet",41,46,NA,13,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26806","http://big.assets.huffingtonpost.com/Reuters.11.07.16.pdf","Nonpartisan","None","",1,NA,NA
"2987","VA","PPP (D)","2016-11-03","2016-11-04","2016-11-04T20:01:23Z",1238,"Likely Voters","IVR/Online",43,48,2,4,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-26723","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_COMIVA_110416.pdf","Pollster","Dem","The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, and independent Evan McMullin. If the election was today, who would you vote for?",1,4,NA
"2988","VA","PPP (D)","2016-11-03","2016-11-04","2016-11-04T20:01:23Z",1238,"Likely Voters","IVR/Online",45,51,NA,4,"http://elections.huffingtonpost.com/pollster/polls/ppp-d-26723","http://www.publicpolicypolling.com/pdf/2015/PPP_Release_COMIVA_110416.pdf","Pollster","Dem","If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2,NA,NA
"2989","VA","Remington Research Group (R)/Axiom Strategies","2016-11-01","2016-11-02","2016-11-07T02:24:28Z",3076,"Likely Voters","IVR/Live Phone",44,46,2,3,"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26759","http://big.assets.huffingtonpost.com/ABC_VA_STATEWIDE110416.pdf","Sponsor","Rep","",1,4,NA
"2990","VA","Roanoke College","2016-10-29","2016-11-01","2016-11-04T12:01:53Z",654,"Likely Voters","Live Phone",38,45,3,9,"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-26693","http://www.roanoke.edu/about/news/rc_poll_nov_2016_politics","Nonpartisan","None","",1,5,NA
"2991","VA","Roanoke College","2016-10-29","2016-11-01","2016-11-04T12:01:53Z",654,"Likely Voters","Live Phone",40,49,NA,11,"http://elections.huffingtonpost.com/pollster/polls/roanoke-college-26693","http://www.roanoke.edu/about/news/rc_poll_nov_2016_politics","Nonpartisan","None","",2,NA,NA
"2992","VA","SurveyMonkey","2016-10-25","2016-10-31","2016-11-01T13:54:44Z",2089,"Likely Voters","Internet",38,48,3,2,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26596","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1,8,NA
"2993","VA","Remington Research Group (R)/Axiom Strategies","2016-10-30","2016-10-30","2016-10-31T14:20:43Z",1106,"Likely Voters","IVR/Live Phone",43,48,1,5,"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26568","http://axiomstrategies.com/abc/","Sponsor","Rep","",1,3,NA
"2994","VA","Washington Post/GMU","2016-10-27","2016-10-30","2016-11-01T12:13:31Z",1024,"Likely Voters","Live Phone",42,48,4,1,"http://elections.huffingtonpost.com/pollster/polls/washington-post-gmu-26589","http://apps.washingtonpost.com/g/page/politics/post-schar-school-virginia-poll-oct-27-30/2117/","Nonpartisan","None","",1,6,NA
"2995","VA","Washington Post/GMU","2016-10-27","2016-10-30","2016-11-01T12:13:31Z",1024,"Likely Voters","Live Phone",45,51,2,3,"http://elections.huffingtonpost.com/pollster/polls/washington-post-gmu-26589","http://apps.washingtonpost.com/g/page/politics/post-schar-school-virginia-poll-oct-27-30/2117/","Nonpartisan","None","",2,NA,NA
"2996","VA","Hampton University","2016-10-26","2016-10-30","2016-11-02T19:58:53Z",802,"Likely Voters","Live Phone",44,41,NA,15,"http://elections.huffingtonpost.com/pollster/polls/hampton-university-26636","http://www.hamptonu.edu/cpp/polls/201611_presidential_poll/exec_summ.cfm","Nonpartisan","None","If the election were held today, for whom would you vote:",1,NA,NA
"2997","VA","Winthrop University","2016-10-23","2016-10-30","2016-11-02T12:16:08Z",712,"Likely Voters","Live Phone",39,44,4,7,"http://elections.huffingtonpost.com/pollster/polls/winthrop-university-26613","http://www.winthrop.edu/winthroppoll/default.aspx?id=9804","Nonpartisan","None","",1,5,NA
"2998","VA","Winthrop University","2016-10-23","2016-10-30","2016-11-02T12:16:08Z",712,"Likely Voters","Live Phone",43,49,NA,9,"http://elections.huffingtonpost.com/pollster/polls/winthrop-university-26613","http://www.winthrop.edu/winthroppoll/default.aspx?id=9804","Nonpartisan","None","",2,NA,NA
"2999","VA","UPI/CVOTER","2016-10-23","2016-10-29","2016-11-01T12:54:47Z",337,"Likely Voters","Internet",46,50,4,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26592","https://www.documentcloud.org/documents/3210977-UPI-CVoter-2016-StatePoll-October-29.html","Nonpartisan","None","",1,NA,NA
"3000","VA","Christopher Newport","2016-10-23","2016-10-26","2016-10-28T12:15:01Z",814,"Likely Voters","Live Phone",39,46,3,8,"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-26515","http://cnu.edu/cpp/pdf/oct%2028%202016%20report-final.pdf","Nonpartisan","None","If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?",1,5,NA
"3001","VA","Quinnipiac","2016-10-20","2016-10-26","2016-10-27T19:09:34Z",749,"Likely Voters","Live Phone",38,50,3,5,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26510","https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397","Nonpartisan","None","If the presidential election were being held today, and the candidates were Hillary Clinton and Tim Kaine the Democrats, Donald Trump and Mike Pence the Republicans, Gary Johnson and Bill Weld the Libertarians, and Jill Stein and Ajamu Baraka the Green party candidates, for whom would you vote?",1,4,NA
"3002","VA","Quinnipiac","2016-10-20","2016-10-26","2016-10-27T19:09:34Z",749,"Likely Voters","Live Phone",40,53,2,5,"http://elections.huffingtonpost.com/pollster/polls/quinnipiac-26510","https://poll.qu.edu/2016-presidential-swing-state-polls/release-detail?ReleaseID=2397","Nonpartisan","None","If the only candidates were Hillary Clinton and Tim Kaine the Democrats and Donald Trump and Mike Pence the Republicans, for whom would you vote?",2,NA,NA
"3003","VA","SurveyMonkey","2016-10-18","2016-10-24","2016-10-26T13:40:15Z",2459,"Likely Voters","Internet",39,48,2,2,"http://elections.huffingtonpost.com/pollster/polls/surveymonkey-26441","https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus","Nonpartisan","None","",1,9,NA
"3004","VA","Remington Research Group (R)/Axiom Strategies","2016-10-20","2016-10-22","2016-10-25T13:49:38Z",1787,"Likely Voters","IVR/Live Phone",43,48,1,5,"http://elections.huffingtonpost.com/pollster/polls/remington-research-group-r-axiom-strategies-26425","http://big.assets.huffingtonpost.com/VASTATEWIDE.pdf","Sponsor","Rep","",1,3,NA
"3005","VA","Christopher Newport","2016-10-16","2016-10-19","2016-10-21T15:10:51Z",834,"Likely Voters","Live Phone",33,45,9,5,"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-26351","http://cnu.edu/cpp/pdf/oct%2021%202016%20report-final.pdf","Nonpartisan","None","If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?",1,8,NA
"3006","VA","Lucid/The Times-Picayune","2016-10-17","2016-10-18","2016-10-24T18:58:09Z",802,"Likely Voters","Internet",38,43,3,8,"http://elections.huffingtonpost.com/pollster/polls/lucid-the-times-picayune-26406","http://luc.id/wp-content/uploads/2016/10/Virginia-Battleground-Results.pdf","Nonpartisan","None","",1,9,NA
"3007","VA","UPI/CVOTER","2016-10-09","2016-10-16","2016-10-20T16:49:06Z",334,"Likely Voters","Internet",46,50,4,NA,"http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-26334","https://assets.documentcloud.org/documents/3143752/UPI-CVoter-2016-StatePoll-October-16.pdf","Nonpartisan","None","",1,NA,NA
"3008","VA","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T17:07:58Z",1644,"Likely Voters","Internet",41,54,NA,5,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26252","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",1,NA,NA
"3009","VA","WashPost/SurveyMonkey","2016-10-08","2016-10-16","2016-10-18T17:07:58Z",1644,"Likely Voters","Internet",38,49,3,2,"http://elections.huffingtonpost.com/pollster/polls/washpost-surveymonkey-26252","http://apps.washingtonpost.com/g/page/politics/surveymonkey-15-state-poll/2103/","Nonpartisan","None","",2,8,NA
"3010","VA","Tarrance (R-Virginia Chamber of Commerce)","2016-10-12","2016-10-15","2016-10-19T15:57:18Z",500,"Likely Voters","Live Phone",38,47,2,9,"http://elections.huffingtonpost.com/pollster/polls/tarrance-r-virginia-chamber-of-commerce-26271","https://www.vachamber.com/2016/10/19/virginia-chamber-of-commerce-releases-results-of-statewide-poll-of-likely-voters/","Sponsor","Rep","If the election for President were held today and you had to make a choice, for whom would you vote...Donald Trump, the Republican, Hillary Clinton, the Democrat, Gary Johnson, the Libertarian, Jill Stein, Green Party, or Evan McMullin, an independent candidate?",1,3,NA
"3011","VA","Christopher Newport","2016-10-11","2016-10-14","2016-10-16T13:36:47Z",809,"Likely Voters","Live Phone",29,44,11,5,"http://elections.huffingtonpost.com/pollster/polls/christopher-newport-26188","http://cnu.edu/cpp/pdf/oct%2016%202016%20report-final.pdf","Nonpartisan","None","If the election for president were held TODAY and the candidates were Hillary Clinton the Democrat, Donald Trump the Republican, Gary Johnson the Libertarian, Jill Stein the Green, or Evan McMullin the Independent, for whom would you vote?",1,11,NA
"3012","VA","Ipsos/Reuters","2016-09-23","2016-10-13","2016-10-21T12:42:39Z",1075,"Likely Voters","Internet",39,49,NA,12,"http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-26344","http://big.assets.huffingtonpost.com/2016ReutersSOTN10.17.16.pdf","Nonpartisan","None","",1,NA,NA
